"Identificador de URL";"Nombre";"Categorías";"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";"Precio";"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";"Stock";"SKU";"Código de barras";"Mostrar en tienda";"Envío sin cargo";"Descripción";"Tags";"Título para SEO";"Descripción para SEO";"Marca";"Producto Físico";"MPN (Número de pieza del fabricante)";"Sexo";"Rango de edad";"Costo"
"bersa-espina-elastica-del-extractor-nuevo-po";"Bersa ESPINA ELASTICA DEL EXTRACTOR NUEVO ( POSTERIOR 2022 )";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3848.07";"";"1";"15";"10";"30";"5";"T491305";"";"SI";"NO";"ESPINA ELASTICA DEL EXTRACTOR NUEVO ( POSTERIOR 2022 )";"bersa";"Bersa ESPINA ELASTICA DEL EXTRACTOR NUEVO ( POSTERIOR 2022 ) | JGO Armeria";"ESPINA ELASTICA DEL EXTRACTOR NUEVO ( POSTERIOR 2022 )";"Bersa";"SI";"T491305";"";"";""
"bersa-espina-elastica-del-fiador";"Bersa ESPINA ELASTICA DEL FIADOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3848.07";"";"1";"15";"10";"30";"5";"TP22B26";"";"SI";"NO";"ESPINA ELASTICA DEL FIADOR";"bersa";"Bersa ESPINA ELASTICA DEL FIADOR | JGO Armeria";"ESPINA ELASTICA DEL FIADOR";"Bersa";"SI";"TP22B26";"";"";""
"bersa-espina-elastica-del-seguro";"Bersa ESPINA ELASTICA DEL SEGURO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3834.28";"";"1";"15";"10";"30";"5";"T902421";"";"SI";"NO";"ESPINA ELASTICA DEL SEGURO";"bersa";"Bersa ESPINA ELASTICA DEL SEGURO | JGO Armeria";"ESPINA ELASTICA DEL SEGURO";"Bersa";"SI";"T902421";"";"";""
"bersa-espina-exterior-tope-de-percutor";"Bersa ESPINA EXTERIOR TOPE DE PERCUTOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3848.07";"";"1";"15";"10";"30";"5";"T901223P";"";"SI";"NO";"ESPINA EXTERIOR TOPE DE PERCUTOR";"bersa";"Bersa ESPINA EXTERIOR TOPE DE PERCUTOR | JGO Armeria";"ESPINA EXTERIOR TOPE DE PERCUTOR";"Bersa";"SI";"T901223P";"";"";""
"bersa-espina-indicador-de-bala-en-recamara";"Bersa ESPINA INDICADOR DE BALA EN RECAMARA";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3834.28";"";"1";"15";"10";"30";"5";"T901503P";"";"SI";"NO";"ESPINA INDICADOR DE BALA EN RECAMARA";"bersa";"Bersa ESPINA INDICADOR DE BALA EN RECAMARA | JGO Armeria";"ESPINA INDICADOR DE BALA EN RECAMARA";"Bersa";"SI";"T901503P";"";"";""
"bersa-espina-interior-tope-de-percutor";"Bersa ESPINA INTERIOR TOPE DE PERCUTOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3848.07";"";"1";"15";"10";"30";"5";"T901222P";"";"SI";"NO";"ESPINA INTERIOR TOPE DE PERCUTOR";"bersa";"Bersa ESPINA INTERIOR TOPE DE PERCUTOR | JGO Armeria";"ESPINA INTERIOR TOPE DE PERCUTOR";"Bersa";"SI";"T901222P";"";"";""
"bersa-estuche-chico-bersa-medidas-23x15cm";"Bersa ESTUCHE CHICO BERSA - Medidas: 23x15cm ( ROJO )";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"29422.6";"";"1";"15";"10";"30";"5";"T908003FSPL";"";"SI";"NO";"ESTUCHE CHICO BERSA - Medidas: 23x15cm ( ROJO )";"bersa";"Bersa ESTUCHE CHICO BERSA - Medidas: 23x15cm ( ROJO ) | JGO Armeria";"ESTUCHE CHICO BERSA - Medidas: 23x15cm ( ROJO )";"Bersa";"SI";"T908003FSPL";"";"";""
"bersa-expulsor";"Bersa EXPULSOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"6597.35";"";"1";"15";"10";"30";"5";"T902310P-PAV";"";"SI";"NO";"EXPULSOR";"bersa";"Bersa EXPULSOR | JGO Armeria";"EXPULSOR";"Bersa";"SI";"T902310P-PAV";"";"";""
"bersa-extractor";"Bersa EXTRACTOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11374.1";"";"1";"15";"10";"30";"5";"T451210-PAV";"";"SI";"NO";"EXTRACTOR";"bersa";"Bersa EXTRACTOR | JGO Armeria";"EXTRACTOR";"Bersa";"SI";"T451210-PAV";"";"";""
"bersa-extractor-anterior-2022";"Bersa EXTRACTOR (ANTERIOR 2022)";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11217.79";"";"1";"15";"10";"30";"5";"T901210-PAV";"";"SI";"NO";"EXTRACTOR (ANTERIOR 2022)";"bersa";"Bersa EXTRACTOR (ANTERIOR 2022) | JGO Armeria";"EXTRACTOR (ANTERIOR 2022)";"Bersa";"SI";"T901210-PAV";"";"";""
"bersa-extractor-2020";"Bersa EXTRACTOR 2020";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11378.7";"";"1";"15";"10";"30";"5";"T901214-PAV";"";"SI";"NO";"EXTRACTOR 2020";"bersa";"Bersa EXTRACTOR 2020 | JGO Armeria";"EXTRACTOR 2020";"Bersa";"SI";"T901214-PAV";"";"";""
"bersa-extractor-22";"Bersa EXTRACTOR 22";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11493.63";"";"1";"15";"10";"30";"5";"TP23A5-PAV";"";"SI";"NO";"EXTRACTOR 22";"bersa";"Bersa EXTRACTOR 22 | JGO Armeria";"EXTRACTOR 22";"Bersa";"SI";"TP23A5-PAV";"";"";""
"bersa-extractor-nuevo-posterior-2022";"Bersa EXTRACTOR NUEVO (POSTERIOR 2022)";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11217.79";"";"1";"15";"10";"30";"5";"T901215-PAV";"";"SI";"NO";"EXTRACTOR NUEVO (POSTERIOR 2022)";"bersa";"Bersa EXTRACTOR NUEVO (POSTERIOR 2022) | JGO Armeria";"EXTRACTOR NUEVO (POSTERIOR 2022)";"Bersa";"SI";"T901215-PAV";"";"";""
"bersa-fiador";"Bersa FIADOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"9673.04";"";"1";"15";"10";"30";"5";"T905207-PAV";"";"SI";"NO";"FIADOR";"bersa";"Bersa FIADOR | JGO Armeria";"FIADOR";"Bersa";"SI";"T905207-PAV";"";"";""
"bersa-frame-bp-9-380-40-color-celeste";"Bersa FRAME BP 9 / 380 / 40 Color CELESTE";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T492018";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color CELESTE";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color CELESTE | JGO Armeria";"FRAME BP 9 / 380 / 40 Color CELESTE";"Bersa";"SI";"T492018";"";"";""
"bersa-frame-bp-9-380-40-color-desert-fde";"Bersa FRAME BP 9 / 380 / 40 Color Desert (FDE)";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T497002";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color Desert (FDE)";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color Desert (FDE) | JGO Armeria";"FRAME BP 9 / 380 / 40 Color Desert (FDE)";"Bersa";"SI";"T497002";"";"";""
"bersa-frame-bp-9-380-40-color-gris";"Bersa FRAME BP 9 / 380 / 40 Color Gris";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T492021";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color Gris";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color Gris | JGO Armeria";"FRAME BP 9 / 380 / 40 Color Gris";"Bersa";"SI";"T492021";"";"";""
"bersa-frame-bp-9-380-40-color-marron";"Bersa FRAME BP 9 / 380 / 40 Color MARRON";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T492012";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color MARRON";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color MARRON | JGO Armeria";"FRAME BP 9 / 380 / 40 Color MARRON";"Bersa";"SI";"T492012";"";"";""
"bersa-frame-bp-9-380-40-color-negro";"Bersa FRAME BP 9 / 380 / 40 Color Negro";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T496000";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color Negro";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color Negro | JGO Armeria";"FRAME BP 9 / 380 / 40 Color Negro";"Bersa";"SI";"T496000";"";"";""
"bersa-frame-bp-9-380-40-color-rosa";"Bersa FRAME BP 9 / 380 / 40 Color ROSA";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T492016";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color ROSA";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color ROSA | JGO Armeria";"FRAME BP 9 / 380 / 40 Color ROSA";"Bersa";"SI";"T492016";"";"";""
"bersa-frame-bp-9-380-40-color-verde-oliva";"Bersa FRAME BP 9 / 380 / 40 Color Verde Oliva (OD)";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"46899.42";"";"1";"15";"10";"30";"5";"T497000";"";"SI";"NO";"FRAME BP 9 / 380 / 40 Color Verde Oliva (OD)";"bersa";"Bersa FRAME BP 9 / 380 / 40 Color Verde Oliva (OD) | JGO Armeria";"FRAME BP 9 / 380 / 40 Color Verde Oliva (OD)";"Bersa";"SI";"T497000";"";"";""
"bersa-grupo-disparador-armado-completo-dis";"Bersa GRUPO DISPARADOR ARMADO - COMPLETO - DISPARADOR, BUJE Y RESORTE";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"15235.96";"";"1";"15";"10";"30";"5";"TP22D1AR";"";"SI";"NO";"GRUPO DISPARADOR ARMADO - COMPLETO - DISPARADOR, BUJE Y RESORTE";"bersa";"Bersa GRUPO DISPARADOR ARMADO - COMPLETO - DISPARADOR, BUJE Y RESORTE | JGO Armeria";"GRUPO DISPARADOR ARMADO - COMPLETO - DISPARADOR, BUJE Y RESORTE";"Bersa";"SI";"TP22D1AR";"";"";""
"bersa-grupo-martillo-22-380-380cc-380-pl";"Bersa GRUPO MARTILLO 22 - 380 - 380cc - 380 PLUS";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"16445.09";"";"1";"15";"10";"30";"5";"TP22M1AR";"";"SI";"NO";"GRUPO MARTILLO 22 - 380 - 380cc - 380 PLUS";"bersa";"Bersa GRUPO MARTILLO 22 - 380 - 380cc - 380 PLUS | JGO Armeria";"GRUPO MARTILLO 22 - 380 - 380cc - 380 PLUS";"Bersa";"SI";"TP22M1AR";"";"";""
"bersa-grupo-reten-cargador";"Bersa GRUPO RETEN CARGADOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"9608.68";"";"1";"15";"10";"30";"5";"TP22R1AR";"";"SI";"NO";"GRUPO RETEN CARGADOR";"bersa";"Bersa GRUPO RETEN CARGADOR | JGO Armeria";"GRUPO RETEN CARGADOR";"Bersa";"SI";"TP22R1AR";"";"";""
"bersa-guia-del-eje-de-martillo";"Bersa GUIA DEL EJE DE MARTILLO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"3834.28";"";"1";"15";"10";"30";"5";"T905106-PAV";"";"SI";"NO";"GUIA DEL EJE DE MARTILLO";"bersa";"Bersa GUIA DEL EJE DE MARTILLO | JGO Armeria";"GUIA DEL EJE DE MARTILLO";"Bersa";"SI";"T905106-PAV";"";"";""
"bersa-guia-resoerte-recuperador";"Bersa GUIA RESOERTE RECUPERADOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11466.05";"";"1";"15";"10";"30";"5";"T451103-PAV";"";"SI";"NO";"GUIA RESOERTE RECUPERADOR";"bersa";"Bersa GUIA RESOERTE RECUPERADOR | JGO Armeria";"GUIA RESOERTE RECUPERADOR";"Bersa";"SI";"T451103-PAV";"";"";""
"bersa-guia-resorte-recuperador-compacta";"Bersa GUIA RESORTE RECUPERADOR COMPACTA";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11580.98";"";"1";"15";"10";"30";"5";"T911103-PAV";"";"SI";"NO";"GUIA RESORTE RECUPERADOR COMPACTA";"bersa";"Bersa GUIA RESORTE RECUPERADOR COMPACTA | JGO Armeria";"GUIA RESORTE RECUPERADOR COMPACTA";"Bersa";"SI";"T911103-PAV";"";"";""
"bersa-guia-resorte-recuperador-full-9-40";"Bersa GUIA RESORTE RECUPERADOR FULL 9/40";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"11580.98";"";"1";"15";"10";"30";"5";"T901103-PAV";"";"SI";"NO";"GUIA RESORTE RECUPERADOR FULL 9/40";"bersa";"Bersa GUIA RESORTE RECUPERADOR FULL 9/40 | JGO Armeria";"GUIA RESORTE RECUPERADOR FULL 9/40";"Bersa";"SI";"T901103-PAV";"";"";""
"bersa-guion-alto-ciego-para-xt-para-usar-c";"Bersa GUION ALTO CIEGO - PARA XT - PARA USAR CON ALZA LPA - ACERO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"22651.2";"";"1";"15";"10";"30";"5";"TN GUION XT";"";"SI";"NO";"GUION ALTO CIEGO - PARA XT - PARA USAR CON ALZA LPA - ACERO";"bersa";"Bersa GUION ALTO CIEGO - PARA XT - PARA USAR CON ALZA LPA - ACERO | JGO Armeria";"GUION ALTO CIEGO - PARA XT - PARA USAR CON ALZA LPA - ACERO";"Bersa";"SI";"TN GUION XT";"";"";""
"bersa-guion-de-fibra-rojo-thunder-380-acer";"Bersa GUION DE FIBRA ROJO - THUNDER 380 - ACERO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"39796.9";"";"1";"15";"10";"30";"5";"TN GUIONFIBRA 7";"";"SI";"NO";"GUION DE FIBRA ROJO - THUNDER 380 - ACERO";"bersa";"Bersa GUION DE FIBRA ROJO - THUNDER 380 - ACERO | JGO Armeria";"GUION DE FIBRA ROJO - THUNDER 380 - ACERO";"Bersa";"SI";"TN GUIONFIBRA 7";"";"";""
"bersa-guion-de-fibra-verde-thunder-380-ace";"Bersa GUION DE FIBRA VERDE - THUNDER 380 - ACERO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"39796.9";"";"1";"15";"10";"30";"5";"TN GUIONFIBRA 6";"";"SI";"NO";"GUION DE FIBRA VERDE - THUNDER 380 - ACERO";"bersa";"Bersa GUION DE FIBRA VERDE - THUNDER 380 - ACERO | JGO Armeria";"GUION DE FIBRA VERDE - THUNDER 380 - ACERO";"Bersa";"SI";"TN GUIONFIBRA 6";"";"";""
"bersa-guion-tpr-thunder-pro-bp";"Bersa GUION TPR - THUNDER PRO - BP";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"10339.67";"";"1";"15";"10";"30";"5";"T491405-PIN";"";"SI";"NO";"GUION TPR - THUNDER PRO - BP";"bersa";"Bersa GUION TPR - THUNDER PRO - BP | JGO Armeria";"GUION TPR - THUNDER PRO - BP";"Bersa";"SI";"T491405-PIN";"";"";""
"bersa-guion";"Bersa GUIÓN";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"9011.01";"";"1";"15";"10";"30";"5";"TP380A1-4-PIN";"";"SI";"NO";"GUIÓN";"bersa";"Bersa GUIÓN | JGO Armeria";"GUIÓN";"Bersa";"SI";"TP380A1-4-PIN";"";"";""
"bersa-guion-22-6";"Bersa GUIÓN 22-6";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"12120.56";"";"1";"15";"10";"30";"5";"TP22A24AR";"";"SI";"NO";"GUIÓN 22-6";"bersa";"Bersa GUIÓN 22-6 | JGO Armeria";"GUIÓN 22-6";"Bersa";"SI";"TP22A24AR";"";"";""
"bersa-guion-lpa-alto-italiano-para-modelos";"Bersa GUIÓN LPA ALTO -ITALIANO - PARA MODELOS TPR XT / THUNDER XT";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"50571.95";"";"1";"15";"10";"30";"5";"T901314PX-PAV";"";"SI";"NO";"GUIÓN LPA ALTO -ITALIANO - PARA MODELOS TPR XT / THUNDER XT";"bersa";"Bersa GUIÓN LPA ALTO -ITALIANO - PARA MODELOS TPR XT / THUNDER XT | JGO Armeria";"GUIÓN LPA ALTO -ITALIANO - PARA MODELOS TPR XT / THUNDER XT";"Bersa";"SI";"T901314PX-PAV";"";"";""
"bersa-guion-lpa-bajo-italiano-para-modelos";"Bersa GUIÓN LPA BAJO - ITALIANO - PARA MODELOS TPR XP";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"50571.95";"";"1";"15";"10";"30";"5";"T901316P-PAV";"";"SI";"NO";"GUIÓN LPA BAJO - ITALIANO - PARA MODELOS TPR XP";"bersa";"Bersa GUIÓN LPA BAJO - ITALIANO - PARA MODELOS TPR XP | JGO Armeria";"GUIÓN LPA BAJO - ITALIANO - PARA MODELOS TPR XP";"Bersa";"SI";"T901316P-PAV";"";"";""
"bersa-holster-nivel-2-para-bersa-bp9fs-clip";"Bersa HOLSTER NIVEL 2 PARA BERSA BP9FS - CLIP PARA CINTURON REGULABLE - UNIVERSAL";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"53073.62";"";"1";"15";"10";"30";"5";"GF-POUNIA";"";"SI";"NO";"HOLSTER NIVEL 2 PARA BERSA BP9FS - CLIP PARA CINTURON REGULABLE - UNIVERSAL";"bersa";"Bersa HOLSTER NIVEL 2 PARA BERSA BP9FS - CLIP PARA CINTURON REGULABLE - UNIVERSAL | JGO Armeria";"HOLSTER NIVEL 2 PARA BERSA BP9FS - CLIP PARA CINTURON REGULABLE - UNIVERSAL";"Bersa";"SI";"GF-POUNIA";"";"";""
"bersa-indicador-bala-en-recamara";"Bersa INDICADOR BALA EN RECAMARA";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"10339.67";"";"1";"15";"10";"30";"5";"T901501-PAV";"";"SI";"NO";"INDICADOR BALA EN RECAMARA";"bersa";"Bersa INDICADOR BALA EN RECAMARA | JGO Armeria";"INDICADOR BALA EN RECAMARA";"Bersa";"SI";"T901501-PAV";"";"";""
"bersa-indicador-de-bala-en-recamara";"Bersa INDICADOR DE BALA EN RECAMARA";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"10339.67";"";"1";"15";"10";"30";"5";"T451501-PAV";"";"SI";"NO";"INDICADOR DE BALA EN RECAMARA";"bersa";"Bersa INDICADOR DE BALA EN RECAMARA | JGO Armeria";"INDICADOR DE BALA EN RECAMARA";"Bersa";"SI";"T451501-PAV";"";"";""
"bersa-juego-de-alza-y-guion-de-fibra-optica-ve";"Bersa JUEGO DE ALZA Y GUION DE FIBRA OPTICA VERDE BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"72829.9";"";"1";"15";"10";"30";"5";"KIT000030";"";"SI";"NO";"JUEGO DE ALZA Y GUION DE FIBRA OPTICA VERDE BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO";"bersa";"Bersa JUEGO DE ALZA Y GUION DE FIBRA OPTICA VERDE BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO | JGO Armeria";"JUEGO DE ALZA Y GUION DE FIBRA OPTICA VERDE BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO";"Bersa";"SI";"KIT000030";"";"";""
"bersa-juego-de-alza-y-guionde-fibra-optica-roj";"Bersa JUEGO DE ALZA Y GUIONDE FIBRA OPTICA ROJA BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"72829.9";"";"1";"15";"10";"30";"5";"KIT000029";"";"SI";"NO";"JUEGO DE ALZA Y GUIONDE FIBRA OPTICA ROJA BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO";"bersa";"Bersa JUEGO DE ALZA Y GUIONDE FIBRA OPTICA ROJA BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO | JGO Armeria";"JUEGO DE ALZA Y GUIONDE FIBRA OPTICA ROJA BP - FIBRA de 1mm BAJO PERFIL EN ALUMINIO ANODIZADO";"Bersa";"SI";"KIT000029";"";"";""
"bersa-kit-alivianador-para-pistola-compacta";"Bersa KIT ALIVIANADOR PARA PISTOLA COMPACTA -- TPRc THUNDER UC / THUNDER PRO UC";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"31230.1";"";"1";"15";"10";"30";"5";"KIT000024";"";"SI";"NO";"KIT ALIVIANADOR PARA PISTOLA COMPACTA -- TPRc THUNDER UC / THUNDER PRO UC";"bersa";"Bersa KIT ALIVIANADOR PARA PISTOLA COMPACTA -- TPRc THUNDER UC / THUNDER PRO UC | JGO Armeria";"KIT ALIVIANADOR PARA PISTOLA COMPACTA -- TPRc THUNDER UC / THUNDER PRO UC";"Bersa";"SI";"KIT000024";"";"";""
"bersa-kit-alivianador-tpr-thunder-thunder";"Bersa KIT ALIVIANADOR TPR / THUNDER / THUNDER PRO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"31230.1";"";"1";"15";"10";"30";"5";"KIT000018";"";"SI";"NO";"KIT ALIVIANADOR TPR / THUNDER / THUNDER PRO";"bersa";"Bersa KIT ALIVIANADOR TPR / THUNDER / THUNDER PRO | JGO Armeria";"KIT ALIVIANADOR TPR / THUNDER / THUNDER PRO";"Bersa";"SI";"KIT000018";"";"";""
"bersa-kit-de-herramientas-para-desarme-color";"Bersa KIT DE HERRAMIENTAS PARA DESARME (Color del Bolso según disponibilidad- OD - TAN - NEGRO)";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"97193.25";"";"1";"15";"10";"30";"5";"TN TOOLKIT001";"";"SI";"NO";"KIT DE HERRAMIENTAS PARA DESARME (Color del Bolso según disponibilidad- OD - TAN - NEGRO)";"bersa";"Bersa KIT DE HERRAMIENTAS PARA DESARME (Color del Bolso según disponibilidad- OD - TAN - NEGRO) | JGO Armeria";"KIT DE HERRAMIENTAS PARA DESARME (Color del Bolso según disponibilidad- OD - TAN - NEGRO)";"Bersa";"SI";"TN TOOLKIT001";"";"";""
"bersa-kit-de-piezas-moviles-niqueladas-para-th";"Bersa KIT DE PIEZAS MOVILES NIQUELADAS PARA THUNDER 380";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"108881.85";"";"1";"15";"10";"30";"5";"KIT380NIKEL";"";"SI";"NO";"KIT DE PIEZAS MOVILES NIQUELADAS PARA THUNDER 380";"bersa";"Bersa KIT DE PIEZAS MOVILES NIQUELADAS PARA THUNDER 380 | JGO Armeria";"KIT DE PIEZAS MOVILES NIQUELADAS PARA THUNDER 380";"Bersa";"SI";"KIT380NIKEL";"";"";""
"bersa-kit-de-rabiza-para-tpr-incluye-rabiz";"Bersa KIT DE RABIZA PARA TPR - INCLUYE : RABIZA DE NYLON + TOPE DE RESORTE DE MARTILLO EXTENDIDO + ANILLA + ESPINA DE...";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"48248.75";"";"1";"15";"10";"30";"5";"KITRABIZA";"";"SI";"NO";"KIT DE RABIZA PARA TPR - INCLUYE : RABIZA DE NYLON + TOPE DE RESORTE DE MARTILLO EXTENDIDO + ANILLA + ESPINA DE BLOQUEO";"bersa";"Bersa KIT DE RABIZA PARA TPR - INCLUYE : RABIZA DE NYLON + TOPE DE RESORTE DE MARTILLO EXTENDIDO + ANILLA + ESPINA DE... | JGO Armeria";"KIT DE RABIZA PARA TPR - INCLUYE : RABIZA DE NYLON + TOPE DE RESORTE DE MARTILLO EXTENDIDO + ANILLA + ESPINA DE BLOQUEO";"Bersa";"SI";"KITRABIZA";"";"";""
"bersa-leva-de-canon";"Bersa LEVA DE CAÑÓN";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"13838.33";"";"1";"15";"10";"30";"5";"T902102-PAV";"";"SI";"NO";"LEVA DE CAÑÓN";"bersa";"Bersa LEVA DE CAÑÓN | JGO Armeria";"LEVA DE CAÑÓN";"Bersa";"SI";"T902102-PAV";"";"";""
"bersa-leva-del-seguro-automatico";"Bersa LEVA DEL SEGURO AUTOMATICO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"6597.35";"";"1";"15";"10";"30";"5";"T904006-PAV";"";"SI";"NO";"LEVA DEL SEGURO AUTOMATICO";"bersa";"Bersa LEVA DEL SEGURO AUTOMATICO | JGO Armeria";"LEVA DEL SEGURO AUTOMATICO";"Bersa";"SI";"T904006-PAV";"";"";""
"bersa-leva-seguro-automatico-del-percutor";"Bersa LEVA SEGURO AUTOMATICO DEL PERCUTOR";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"4776.75";"";"1";"15";"10";"30";"5";"TP22D7-PAV";"";"SI";"NO";"LEVA SEGURO AUTOMATICO DEL PERCUTOR";"bersa";"Bersa LEVA SEGURO AUTOMATICO DEL PERCUTOR | JGO Armeria";"LEVA SEGURO AUTOMATICO DEL PERCUTOR";"Bersa";"SI";"TP22D7-PAV";"";"";""
"bersa-llave-del-seguro-de-bloqueo-integral";"Bersa LLAVE DEL SEGURO DE BLOQUEO INTEGRAL";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"5702.12";"";"1";"15";"10";"30";"5";"TP22LLAV";"";"SI";"NO";"LLAVE DEL SEGURO DE BLOQUEO INTEGRAL";"bersa";"Bersa LLAVE DEL SEGURO DE BLOQUEO INTEGRAL | JGO Armeria";"LLAVE DEL SEGURO DE BLOQUEO INTEGRAL";"Bersa";"SI";"TP22LLAV";"";"";""
"bersa-lubricante-en-aerosol-x-12-unidades";"Bersa LUBRICANTE EN AEROSOL x 12 unidades";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"139319.58";"";"1";"15";"10";"30";"5";"LUBRICANTE0001";"";"SI";"NO";"LUBRICANTE EN AEROSOL x 12 unidades";"bersa";"Bersa LUBRICANTE EN AEROSOL x 12 unidades | JGO Armeria";"LUBRICANTE EN AEROSOL x 12 unidades";"Bersa";"SI";"LUBRICANTE0001";"";"";""
"bersa-martillo";"Bersa MARTILLO";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"20697.73";"";"1";"15";"10";"30";"5";"T905003-PAV";"";"SI";"NO";"MARTILLO";"bersa";"Bersa MARTILLO | JGO Armeria";"MARTILLO";"Bersa";"SI";"T905003-PAV";"";"";""
"bersa-nuevo-estuche-chico-bersa-medidas-25x";"Bersa NUEVO ESTUCHE CHICO BERSA - Medidas: 25x17cm";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"29422.6";"";"1";"15";"10";"30";"5";"T908008PL";"";"SI";"NO";"NUEVO ESTUCHE CHICO BERSA - Medidas: 25x17cm";"bersa";"Bersa NUEVO ESTUCHE CHICO BERSA - Medidas: 25x17cm | JGO Armeria";"NUEVO ESTUCHE CHICO BERSA - Medidas: 25x17cm";"Bersa";"SI";"T908008PL";"";"";""
"bersa-palanca-de-desarme";"Bersa PALANCA DE DESARME";"Accesorios > Repuestos y Partes";"";"";"";"";"";"";"15681.91";"";"1";"15";"10";"30";"5";"T902207P-PAV";"";"SI";"NO";"PALANCA DE DESARME";"bersa";"Bersa PALANCA DE DESARME | JGO Armeria";"PALANCA DE DESARME";"Bersa";"SI";"T902207P-PAV";"";"";""
