tn_id,sku,nombre,marca,precio,stock,url,publicado
351969613,CK-MMAC-787,Canik MMAC 787 - GUION PUNTO BLANCO,Canik,26952.75,5,https://jgo.com.ar/productos/canik-mmac-787-guion-punto-blanco/,SI
351969617,T491410,Bersa ALZA,Bersa,10339.67,5,https://jgo.com.ar/productos/bersa-alza/,SI
351969618,TP22A20AR,Bersa ALZA COMPLETA,Bersa,12187.85,5,https://jgo.com.ar/productos/bersa-alza-completa/,SI
351969620,TN ALZAFIBRA 7,Bersa ALZA DE FIBRA OPTICA ROJA 22 - 380 - ACERO,Bersa,40504.75,5,https://jgo.com.ar/productos/bersa-alza-de-fibra-optica-roja-22-380-ace/,SI
351969621,TN ALZAFIBRA 2,Bersa ALZA DE FIBRA OPTICA ROJA Bp - ACERO,Bersa,40504.75,5,https://jgo.com.ar/productos/bersa-alza-de-fibra-optica-roja-bp-acero/,SI
351969624,TN ALZAFIBRA 6,Bersa ALZA DE FIBRA OPTICA VERDE 22 - 380 - ACERO,Bersa,40504.75,5,https://jgo.com.ar/productos/bersa-alza-de-fibra-optica-verde-22-380-ac/,SI
351969626,TN ALZAFIBRA 3,Bersa ALZA DE FIBRA OPTICA VERDE BP - ACERO,Bersa,40504.75,5,https://jgo.com.ar/productos/bersa-alza-de-fibra-optica-verde-bp-acero/,SI
351969629,T901427PX,Bersa ALZA LPA ALTA - ITALIANO - PARA MODELOS TPR XT / THUNDER XT,Bersa,132289.30,5,https://jgo.com.ar/productos/bersa-alza-lpa-alta-italiano-para-modelos/,SI
351969633,T901603,Bersa ALZA LPA BAJA - ITALIANO - PARA MODELOS TPR XP,Bersa,118289.60,5,https://jgo.com.ar/productos/bersa-alza-lpa-baja-italiano-para-modelos/,SI
351969635,T901430-PAV,Bersa ALZA METALICA CIEGA TPR - THUNDER PRO,Bersa,16027.36,5,https://jgo.com.ar/productos/bersa-alza-metalica-ciega-tpr-thunder-pro/,SI
351969638,T901431-PIN,Bersa ALZA METALICA CON PUNTOS TPR - THUNDER PRO,Bersa,21531.98,5,https://jgo.com.ar/productos/bersa-alza-metalica-con-puntos-tpr-thunder-p/,SI
351969639,TP22B23-PAV,Bersa ARANDELA DE MARTILLO,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-arandela-de-martillo/,SI
351969641,TP22B24,Bersa ARANDELA DE RETENCION DEMARTILLO,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-arandela-de-retencion-demartillo/,SI
351969647,T902106,Bersa BALLESTA RETEN CORREDERA,Bersa,4707.79,5,https://jgo.com.ar/productos/bersa-ballesta-reten-corredera/,SI
351969649,T452106,Bersa BALLESTA RETEN DE CORREDERA,Bersa,4730.78,5,https://jgo.com.ar/productos/bersa-ballesta-reten-de-corredera/,SI
351969652,T904005,Bersa BALLESTA TIRANTE DE MARTILLO,Bersa,4707.79,5,https://jgo.com.ar/productos/bersa-ballesta-tirante-de-martillo/,SI
351969653,T492401-PAV,Bersa BOTÓN DEL RETEN DE CARGADOR,Bersa,11535.01,5,https://jgo.com.ar/productos/bersa-boton-del-reten-de-cargador/,SI
351969656,TP22B3-PAV,Bersa BUJE DE DESAMARTILLADOR,Bersa,1439.00,5,https://jgo.com.ar/productos/bersa-buje-de-desamartillador/,SI
351969657,TP380CCD12-PAV,Bersa BUJE DEL DISPARADOR,Bersa,3834.28,5,https://jgo.com.ar/productos/bersa-buje-del-disparador/,SI
351969661,T902103-PAV,Bersa BUJE LEVA DE CAÑÓN,Bersa,6597.35,5,https://jgo.com.ar/productos/bersa-buje-leva-de-canon/,SI
351969664,TP22T4,Bersa CACHA / GRIP 22 - 380 GOMA NEGRO,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-22-380-goma-negro/,SI
351969665,TP22T5,Bersa CACHA / GRIP 22 - 380 GOMA ROSA,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-22-380-goma-rosa/,SI
351969669,TP380CBT4,Bersa CACHA / GRIP 22 - 380 GOMA VERDE,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-22-380-goma-verde/,SI
351969672,TPB380T12,Bersa CACHA / GRIP 380 PLUS GOMA FDE,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-380-plus-goma-fde/,SI
351969674,TPB380T10,Bersa CACHA / GRIP 380 PLUS GOMA NEGRO,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-380-plus-goma-negro/,SI
351969675,TPB380T11,Bersa CACHA / GRIP 380 PLUS GOMA VERDE,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-380-plus-goma-verde/,SI
351969677,TP380CCT1,Bersa CACHA / GRIP 380cc,Bersa,29608.82,5,https://jgo.com.ar/productos/bersa-cacha-grip-380cc/,SI
351969678,KIT000033,Bersa CACHA / GRIP CON RIEL PARA TPR 380 - THUNDER 380 - THUNDER 22,Bersa,32343.30,5,https://jgo.com.ar/productos/bersa-cacha-grip-con-riel-para-tpr-380-thu/,SI
351969687,T457001,Bersa CACHA /GRIP ORIGINAL BERSA TPR 45C,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tpr-45c/,SI
351969698,T907002,Bersa CACHA /GRIP ORIGINAL BERSA TPR9 / 40,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tpr9-40/,SI
351969706,T907003-CKFDE,Bersa CACHA /GRIP ORIGINAL BERSA TPR9 / 40 FDE,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tpr9-40-fde/,SI
351969715,T907004-CKODG,Bersa CACHA /GRIP ORIGINAL BERSA TPR9 / 40 OD GREEN,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tpr9-40-od/,SI
351969725,T917002,Bersa CACHA /GRIP ORIGINAL BERSA TPRc 9 / 40,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tprc-9-40/,SI
351969734,T917003-CKFDE,Bersa CACHA /GRIP ORIGINAL BERSA TPRc 9 / 40 FDE,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tprc-9-40-f/,SI
351969743,T917004,Bersa CACHA /GRIP ORIGINAL BERSA TPRc 9 / 40 OD GREEN,Bersa,32224.05,5,https://jgo.com.ar/productos/bersa-cacha-grip-original-bersa-tprc-9-40-o/,SI
351969751,T491700,Bersa CONJUNTO RESORTE INTERNO DE PERCUTOR,Bersa,8753.55,5,https://jgo.com.ar/productos/bersa-conjunto-resorte-interno-de-percutor/,SI
351969760,T491130,Bersa CONJUNTO RESORTE RECUPERADOR,Bersa,27658.28,5,https://jgo.com.ar/productos/bersa-conjunto-resorte-recuperador/,SI
351969769,T906000-PAV,Bersa CONJUNTO RETEN DE CARGADOR,Bersa,12399.33,5,https://jgo.com.ar/productos/bersa-conjunto-reten-de-cargador/,SI
351969778,T491215-PAV,Bersa CUERPO DEL SEGURO AUTOMATICO DEL PERCUTOR,Bersa,10353.46,5,https://jgo.com.ar/productos/bersa-cuerpo-del-seguro-automatico-del-percuto/,SI
351969787,T901207P-PAV,Bersa CUERPO DEL SEGURO AUTOMÁTICO DE PERCUTOR,Bersa,10339.67,5,https://jgo.com.ar/productos/bersa-cuerpo-del-seguro-automatico-de-percutor/,SI
351969797,TP380CCA40-PAV,Bersa CUERPO DEL SENSOR,Bersa,13243.82,5,https://jgo.com.ar/productos/bersa-cuerpo-del-sensor/,SI
351969808,T492402-PAV,Bersa CUERPOR DEL RETEN DE CARGADOR,Bersa,16822.08,5,https://jgo.com.ar/productos/bersa-cuerpor-del-reten-de-cargador/,SI
351969818,LUBRICANTE0002,Bersa DENSCOBRANTE x 6 unidades,Bersa,75150.80,5,https://jgo.com.ar/productos/bersa-denscobrante-x-6-unidades/,SI
351969827,T902416-PAV,Bersa DESAMARTILLADOR,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-desamartillador/,SI
351969837,T904008-PAV,Bersa DESCONECTOR,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-desconector/,SI
351969846,T904001P-PAV,Bersa DISPARADOR,Bersa,20739.11,5,https://jgo.com.ar/productos/bersa-disparador/,SI
351969855,T905103-PAV,Bersa EMPUJADOR DE MARTILLO FULL,Bersa,10390.24,5,https://jgo.com.ar/productos/bersa-empujador-de-martillo-full/,SI
351969864,T915103-PAV,Bersa EMPUJADPR DE MARTILLO COMPACTA,Bersa,10390.24,5,https://jgo.com.ar/productos/bersa-empujadpr-de-martillo-compacta/,SI
351969872,TP22B27,Bersa ESPINA ELASTICA DEL CAÑON,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-espina-elastica-del-canon/,SI
351969883,T491305,Bersa ESPINA ELASTICA DEL EXTRACTOR NUEVO ( POSTERIOR 2022 ),Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-espina-elastica-del-extractor-nuevo-po/,SI
351969893,TP22B26,Bersa ESPINA ELASTICA DEL FIADOR,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-espina-elastica-del-fiador/,SI
351969902,T902421,Bersa ESPINA ELASTICA DEL SEGURO,Bersa,3834.28,5,https://jgo.com.ar/productos/bersa-espina-elastica-del-seguro/,SI
351969912,T901223P,Bersa ESPINA EXTERIOR TOPE DE PERCUTOR,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-espina-exterior-tope-de-percutor/,SI
351969921,T901503P,Bersa ESPINA INDICADOR DE BALA EN RECAMARA,Bersa,3834.28,5,https://jgo.com.ar/productos/bersa-espina-indicador-de-bala-en-recamara/,SI
351969930,T901222P,Bersa ESPINA INTERIOR TOPE DE PERCUTOR,Bersa,3848.07,5,https://jgo.com.ar/productos/bersa-espina-interior-tope-de-percutor/,SI
351969938,T908003FSPL,Bersa ESTUCHE CHICO BERSA - Medidas: 23x15cm ( ROJO ),Bersa,29422.60,5,https://jgo.com.ar/productos/bersa-estuche-chico-bersa-medidas-23x15cm/,SI
351969940,T902310P-PAV,Bersa EXPULSOR,Bersa,6597.35,5,https://jgo.com.ar/productos/bersa-expulsor/,SI
351969943,T451210-PAV,Bersa EXTRACTOR,Bersa,11374.10,5,https://jgo.com.ar/productos/bersa-extractor/,SI
351969945,T901210-PAV,Bersa EXTRACTOR (ANTERIOR 2022),Bersa,11217.79,5,https://jgo.com.ar/productos/bersa-extractor-anterior-2022/,SI
351969947,T901214-PAV,Bersa EXTRACTOR 2020,Bersa,11378.70,5,https://jgo.com.ar/productos/bersa-extractor-2020/,SI
351969949,TP23A5-PAV,Bersa EXTRACTOR 22,Bersa,11493.63,5,https://jgo.com.ar/productos/bersa-extractor-22/,SI
351969951,T901215-PAV,Bersa EXTRACTOR NUEVO (POSTERIOR 2022),Bersa,11217.79,5,https://jgo.com.ar/productos/bersa-extractor-nuevo-posterior-2022/,SI
351969952,T905207-PAV,Bersa FIADOR,Bersa,9673.04,5,https://jgo.com.ar/productos/bersa-fiador/,SI
351969955,T492018,Bersa FRAME BP 9 / 380 / 40 Color CELESTE,Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-celeste/,SI
351969957,T497002,Bersa FRAME BP 9 / 380 / 40 Color Desert (FDE),Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-desert-fde/,SI
351969961,T492021,Bersa FRAME BP 9 / 380 / 40 Color Gris,Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-gris/,SI
351969963,T492012,Bersa FRAME BP 9 / 380 / 40 Color MARRON,Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-marron/,SI
351969964,T496000,Bersa FRAME BP 9 / 380 / 40 Color Negro,Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-negro/,SI
351969965,T492016,Bersa FRAME BP 9 / 380 / 40 Color ROSA,Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-rosa/,SI
351969968,T497000,Bersa FRAME BP 9 / 380 / 40 Color Verde Oliva (OD),Bersa,46899.42,5,https://jgo.com.ar/productos/bersa-frame-bp-9-380-40-color-verde-oliva/,SI
351969970,TP22D1AR,"Bersa GRUPO DISPARADOR ARMADO - COMPLETO - DISPARADOR, BUJE Y RESORTE",Bersa,15235.96,5,https://jgo.com.ar/productos/bersa-grupo-disparador-armado-completo-dis/,SI
351969971,TP22M1AR,Bersa GRUPO MARTILLO 22 - 380 - 380cc - 380 PLUS,Bersa,16445.09,5,https://jgo.com.ar/productos/bersa-grupo-martillo-22-380-380cc-380-pl/,SI
351969973,TP22R1AR,Bersa GRUPO RETEN CARGADOR,Bersa,9608.68,5,https://jgo.com.ar/productos/bersa-grupo-reten-cargador/,SI
351969975,T905106-PAV,Bersa GUIA DEL EJE DE MARTILLO,Bersa,3834.28,5,https://jgo.com.ar/productos/bersa-guia-del-eje-de-martillo/,SI
351969976,T451103-PAV,Bersa GUIA RESOERTE RECUPERADOR,Bersa,11466.05,5,https://jgo.com.ar/productos/bersa-guia-resoerte-recuperador/,SI
351969978,T911103-PAV,Bersa GUIA RESORTE RECUPERADOR COMPACTA,Bersa,11580.98,5,https://jgo.com.ar/productos/bersa-guia-resorte-recuperador-compacta/,SI
